hora pedido;mesa;accion;id;plato;precio;estado;hora cierre
2025-03-01 22:15:01;4;Agregar;20;Helado Artesanal;4500;cerrada;2025-03-01 23:24:01
2025-03-01 22:10:01;24;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;13;Batido de Frutas;3000;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 22:58:01
2025-03-01 22:10:01;24;Quitar;15;Cerveza Artesanal;-5000;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;13;Batido de Frutas;3000;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;13;Batido de Frutas;3000;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 22:58:01
2025-03-01 21:48:01;24;Quitar;17;Brownie de Chocolate;-5000;cerrada;2025-03-01 22:58:01
2025-03-01 21:17:01;1;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;13;Batido de Frutas;3000;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 21:54:01
2025-03-01 21:17:01;1;Agregar;20;Helado Artesanal;4500;cerrada;2025-03-01 21:54:01
2025-03-01 21:31:01;28;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;13;Batido de Frutas;3000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;13;Batido de Frutas;3000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 22:05:01
2025-03-01 21:31:01;28;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;20;Helado Artesanal;4500;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 22:05:01
2025-03-01 20:52:01;28;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 22:05:01
2025-03-01 20:29:01;2;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 21:24:01
2025-03-01 20:29:01;2;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 21:24:01
2025-03-01 19:57:01;4;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 21:10:01
2025-03-01 19:57:01;4;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 21:10:01
2025-03-01 19:41:01;24;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-03-01 20:45:01
2025-03-01 19:41:01;24;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 20:45:01
2025-03-01 19:26:01;7;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 20:28:01
2025-03-01 19:26:01;7;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 20:28:01
2025-03-01 19:26:01;7;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 20:28:01
2025-03-01 19:26:01;7;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 20:28:01
2025-03-01 19:26:01;7;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 20:28:01
2025-03-01 19:26:01;7;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 20:28:01
2025-03-01 19:10:01;8;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 20:34:01
2025-03-01 19:10:01;8;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 20:34:01
2025-03-01 18:39:01;12;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-03-01 19:46:01
2025-03-01 18:39:01;12;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-03-01 19:46:01
2025-03-01 18:39:01;12;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 19:46:01
2025-03-01 18:39:01;12;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 19:46:01
2025-03-01 18:39:01;12;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 19:46:01
2025-03-01 18:39:01;12;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 19:46:01
2025-03-01 18:39:01;12;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 19:46:01
2025-03-01 18:23:01;17;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 19:25:01
2025-03-01 18:23:01;17;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-03-01 19:25:01
2025-03-01 17:52:01;16;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;20;Helado Artesanal;4500;cerrada;2025-03-01 18:37:01
2025-03-01 17:52:01;16;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 18:37:01
2025-03-01 17:21:01;13;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-03-01 18:07:01
2025-03-01 17:21:01;13;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-03-01 18:07:01
2025-03-01 17:21:01;13;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 18:07:01
2025-03-01 17:21:01;13;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 18:07:01
2025-03-01 17:21:01;13;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 18:07:01
2025-03-01 17:21:01;13;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 18:07:01
2025-03-01 17:21:01;13;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-03-01 18:07:01
2025-03-01 17:21:01;13;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-03-01 18:07:01
2025-03-01 17:00:01;8;Agregar;1;Tacos de Pescado;7500;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;7;Pasta Alfredo;10000;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 18:16:01
2025-03-01 17:00:01;8;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-03-01 18:16:01
2025-03-01 16:36:01;16;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;9;Ensalada César;10500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;10;Pizza Margarita;10000;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;11;Limonada Natural;3500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;12;Mojito Clásico;4500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;13;Batido de Frutas;3000;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;19;Flan Casero;4000;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-03-01 17:55:01
2025-03-01 16:36:01;16;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-03-01 17:55:01
2025-02-28 22:42:01;23;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-28 23:58:01
2025-02-28 22:42:01;23;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-28 23:58:01
2025-02-28 22:42:01;23;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-28 23:58:01
2025-02-28 22:22:01;11;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;11;Limonada Natural;3500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-28 23:18:01
2025-02-28 22:22:01;11;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-28 23:18:01
2025-02-28 22:28:01;7;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-28 22:57:01
2025-02-28 22:28:01;7;Agregar;11;Limonada Natural;3500;cerrada;2025-02-28 22:57:01
